catch_ratio,created_at,id,is_parent,mission_number,notes,parent_catch,parent_catch_id,relative_abundance_category,relative_abundance_category_id,set_number,species,species_aphia_id,species_code,species_en,species_fr,species_scientific,species_uuid,specimen_count,unweighed_baskets
,2023-07-24 03:56:55 UTC,4988,No,TEL-2023-010,,,,,,162,COMB JELLIES,1248,8100,COMB JELLIES,Cténophores non-spécifié (Ctenophora),Ctenophora (p.),b91f09d7-4d41-49ad-942d-80523a3fa5a8,6,
,2023-07-24 08:35:38 UTC,5013,No,TEL-2023-010,,,,,,163,COD ATLANTIC,126436,10,COD ATLANTIC,Morue franche,Gadus morhua,660a658e-7e1c-4ee8-9320-b2faefd69898,,
,2023-07-24 07:27:11 UTC,5001,No,TEL-2023-010,,,,,,163,HADDOCK,126437,11,HADDOCK,Aiglefin,Melanogrammus aeglefinus,2a595a64-620c-4678-838e-d69cc81ffecd,,
,2023-07-24 07:38:34 UTC,5011,No,TEL-2023-010,,,,,,163,SQUIRREL OR RED HAKE,126503,13,SQUIRREL OR RED HAKE,Merluche-écureuil,Urophycis chuss,5976e380-8d3d-4038-8806-83434953a43a,,
,2023-07-24 07:05:54 UTC,4999,No,TEL-2023-010,,,,,,163,SILVER HAKE,158962,14,SILVER HAKE,Merlu argenté,Merluccius bilinearis,23d02f66-fed3-41f2-b392-02acd2e705f7,,
,2023-07-24 07:28:39 UTC,5008,No,TEL-2023-010,,,,,,163,HALIBUT ATLANTIC,127138,30,HALIBUT ATLANTIC,Flétan Atlantique,Hippoglossus hippoglossus,dbf46c6f-f6dc-4c38-93bf-437d34ff9beb,,
,2023-07-24 07:27:40 UTC,5003,No,TEL-2023-010,,,,,,163,AMERICAN PLAICE,127137,40,AMERICAN PLAICE,Plie canadienne,Hippoglossoides platessoides,6122d593-0a34-4591-8ab6-65f693d17cc7,,
,2023-07-24 07:27:48 UTC,5004,No,TEL-2023-010,,,,,,163,WITCH FLOUNDER,127136,41,WITCH FLOUNDER,Plie grise,Glyptocephalus cynoglossus,c665a6f0-abf2-43ff-98b1-5698d3e4c820,,
,2023-07-24 07:27:26 UTC,5002,No,TEL-2023-010,,,,,,163,YELLOWTAIL FLOUNDER; LIMANDA,1571969,42,YELLOWTAIL FLOUNDER; LIMANDA,,Myzopsetta ferruginea,9b021a5a-799a-42d1-8b26-a606b903999b,,
,2023-07-24 07:27:59 UTC,5005,No,TEL-2023-010,,,,,,163,WINTER FLOUNDER,158885,43,WINTER FLOUNDER,Plie rouge,Pseudopleuronectes americanus,b0575f0d-61af-4a70-b7e2-2985f815e323,,
,2023-07-24 07:28:13 UTC,5006,No,TEL-2023-010,,,,,,163,FOURSPOT FLOUNDER,158833,142,FOURSPOT FLOUNDER,Cardeau quatre ocelles,Hippoglossina oblonga,a16da05e-2e71-459e-8c22-f8e21b2a433a,,
,2023-07-24 07:28:51 UTC,5009,No,TEL-2023-010,,,,,,163,LONGHORN SCULPIN,159520,300,LONGHORN SCULPIN,Chaboisseau à dix-huit-épines,Myoxocephalus octodecemspinosus,dc8772ca-5ee4-4341-8535-4877abc47dfa,,
,2023-07-24 07:28:26 UTC,5007,No,TEL-2023-010,,,,,,163,SEA RAVEN,159518,320,SEA RAVEN,Hémitriptère atlantique,Hemitripterus americanus,63e3bcdd-f87a-4aba-88fe-7980a2d1ebe7,,
,2023-07-24 08:39:09 UTC,5020,No,TEL-2023-010,,,,,,163,OCEAN POUT,159267,640,OCEAN POUT,Loquette d'Amérique,Zoarces americanus,c7c8eaa5-b522-4315-8cca-3065928f135e,,
,2023-07-24 08:37:34 UTC,5019,No,TEL-2023-010,,,,,,163,BRYOZOANS,146142,1900,BRYOZOANS,Bryozoaire non-spécifié (Bryozoa),Bryozoa (p.),adc62ca7-9b36-47df-b9a6-6297045978fc,,
,2023-07-24 08:24:36 UTC,5012,No,TEL-2023-010,,,,,,163,JONAH CRAB,158056,2511,JONAH CRAB,Crabe tourteau boreal,Cancer borealis,cdfcf0a9-f001-42b3-b1d4-6864a26ff297,,
,2023-07-24 07:29:08 UTC,5010,No,TEL-2023-010,,,,,,163,ATLANTIC ROCK CRAB,158057,2513,ATLANTIC ROCK CRAB,Crabe commun,Cancer irroratus,4574f6e8-f64f-4392-b7a5-acb3d572fa19,,
,2023-07-24 08:36:32 UTC,5015,No,TEL-2023-010,,,,,,163,Common starfish,123776,6111,Common starfish,Étoile de mer commune,Asterias rubens,721edd7b-fea1-42e7-bfbc-71f3d51f13f5,7,
,2023-07-24 08:37:03 UTC,5017,No,TEL-2023-010,,,,,,163,PURPLE SUNSTAR,124160,6121,PURPLE SUNSTAR,Soleil de mer pourpre,Solaster endeca,d63a8334-11cc-4883-af7c-192899509d06,1,
,2023-07-24 08:37:17 UTC,5018,No,TEL-2023-010,,,,,,163,Common sand dollar,158062,6511,Common sand dollar,Dollar de sable,Echinarachnius parma,e08e5782-b39b-4cfa-bf5b-93bad00c103d,10,
,2023-07-24 07:26:44 UTC,5000,No,TEL-2023-010,,,,,,163,SEA CUCUMBER  COMMON,124612,6611,SEA CUCUMBER  COMMON,Concombre du nord,Cucumaria frondosa,39826bd2-ed68-414b-b431-17a8166ac754,139,
,2023-07-24 08:36:19 UTC,5014,No,TEL-2023-010,,,,,,163,Anthozoan unidentified,1292,8332,Anthozoan unidentified,Anthozoaires non-spécifié,Anthozoa (c.),5cc2c93a-5130-40a9-b3b3-041ff8a6baa1,1,
,2023-07-24 08:36:51 UTC,5016,No,TEL-2023-010,,,,,,163,KNOTTED WRACK,145541,9331,KNOTTED WRACK,NA,Ascophyllum nodosum,6bcecc79-fa8d-11ec-a081-a08cfde36583,2,
,2023-07-24 09:48:03 UTC,5030,No,TEL-2023-010,,,,,,164,HADDOCK,126437,11,HADDOCK,Aiglefin,Melanogrammus aeglefinus,2a595a64-620c-4678-838e-d69cc81ffecd,,
,2023-07-24 09:47:36 UTC,5028,No,TEL-2023-010,,,,,,164,SILVER HAKE,158962,14,SILVER HAKE,Merlu argenté,Merluccius bilinearis,23d02f66-fed3-41f2-b392-02acd2e705f7,,
,2023-07-24 09:47:21 UTC,5027,No,TEL-2023-010,,,,,,164,HALIBUT ATLANTIC,127138,30,HALIBUT ATLANTIC,Flétan Atlantique,Hippoglossus hippoglossus,dbf46c6f-f6dc-4c38-93bf-437d34ff9beb,,
,2023-07-24 09:47:59 UTC,5029,No,TEL-2023-010,,,,,,164,AMERICAN PLAICE,127137,40,AMERICAN PLAICE,Plie canadienne,Hippoglossoides platessoides,6122d593-0a34-4591-8ab6-65f693d17cc7,,
,2023-07-24 09:52:27 UTC,5037,No,TEL-2023-010,,,,,,164,WITCH FLOUNDER,127136,41,WITCH FLOUNDER,Plie grise,Glyptocephalus cynoglossus,c665a6f0-abf2-43ff-98b1-5698d3e4c820,,
,2023-07-24 09:47:01 UTC,5025,No,TEL-2023-010,,,,,,164,YELLOWTAIL FLOUNDER; LIMANDA,1571969,42,YELLOWTAIL FLOUNDER; LIMANDA,,Myzopsetta ferruginea,9b021a5a-799a-42d1-8b26-a606b903999b,,
,2023-07-24 09:46:25 UTC,5023,No,TEL-2023-010,,,,,,164,WINTER FLOUNDER,158885,43,WINTER FLOUNDER,Plie rouge,Pseudopleuronectes americanus,b0575f0d-61af-4a70-b7e2-2985f815e323,,
,2023-07-24 09:48:41 UTC,5031,No,TEL-2023-010,,,,,,164,SEA RAVEN,159518,320,SEA RAVEN,Hémitriptère atlantique,Hemitripterus americanus,63e3bcdd-f87a-4aba-88fe-7980a2d1ebe7,,
,2023-07-24 09:50:42 UTC,5034,No,TEL-2023-010,,,,,,164,BUTTERFISH,159828,701,BUTTERFISH,Stromatée à fossette,Peprilus triacanthus,af1c13d6-f851-488f-bf35-e047d1a85587,,
,2023-07-24 09:50:24 UTC,5033,No,TEL-2023-010,,,,,,164,SKATE;LITTLE OR WINTER; UNSPECIFIED,105763,1191,SKATE;LITTLE OR WINTER; UNSPECIFIED,Raie non-spécifié,Leucoraja sp.,b3c292c5-999b-418d-80f6-7c5605fa8fc9,,
,2023-07-24 09:51:00 UTC,5035,No,TEL-2023-010,,,,,,164,BRYOZOANS,146142,1900,BRYOZOANS,Bryozoaire non-spécifié (Bryozoa),Bryozoa (p.),adc62ca7-9b36-47df-b9a6-6297045978fc,,
,2023-07-24 09:46:43 UTC,5024,No,TEL-2023-010,"""No"" basket not in tact",,,,,164,ATLANTIC ROCK CRAB,158057,2513,ATLANTIC ROCK CRAB,Crabe commun,Cancer irroratus,4574f6e8-f64f-4392-b7a5-acb3d572fa19,,
,2023-07-24 09:41:47 UTC,5021,No,TEL-2023-010,,,,,,164,AMERICAN LOBSTER,156134,2550,AMERICAN LOBSTER,Homard américain,Homarus americanus,fa1d2e4f-ecf5-414f-a342-c3aa3c346bd2,,
,2023-07-24 09:50:06 UTC,5032,No,TEL-2023-010,,,,,,164,Common starfish,123776,6111,Common starfish,Étoile de mer commune,Asterias rubens,721edd7b-fea1-42e7-bfbc-71f3d51f13f5,12,
,2023-07-24 09:51:15 UTC,5036,No,TEL-2023-010,,,,,,164,Common sand dollar,158062,6511,Common sand dollar,Dollar de sable,Echinarachnius parma,e08e5782-b39b-4cfa-bf5b-93bad00c103d,9,
,2023-07-24 09:46:09 UTC,5022,No,TEL-2023-010,,,,,,164,SEA CUCUMBER  COMMON,124612,6611,SEA CUCUMBER  COMMON,Concombre du nord,Cucumaria frondosa,39826bd2-ed68-414b-b431-17a8166ac754,8,
,2023-07-24 13:20:48 UTC,5047,No,TEL-2023-010,,,,,,165,COD ATLANTIC,126436,10,COD ATLANTIC,Morue franche,Gadus morhua,660a658e-7e1c-4ee8-9320-b2faefd69898,,
,2023-07-24 13:19:56 UTC,5042,No,TEL-2023-010,,,,,,165,HADDOCK,126437,11,HADDOCK,Aiglefin,Melanogrammus aeglefinus,2a595a64-620c-4678-838e-d69cc81ffecd,,
,2023-07-24 13:19:33 UTC,5039,No,TEL-2023-010,,,,,,165,SILVER HAKE,158962,14,SILVER HAKE,Merlu argenté,Merluccius bilinearis,23d02f66-fed3-41f2-b392-02acd2e705f7,,
,2023-07-24 13:18:00 UTC,5038,No,TEL-2023-010,,,,,,165,HALIBUT ATLANTIC,127138,30,HALIBUT ATLANTIC,Flétan Atlantique,Hippoglossus hippoglossus,dbf46c6f-f6dc-4c38-93bf-437d34ff9beb,,
,2023-07-24 13:20:09 UTC,5044,No,TEL-2023-010,,,,,,165,YELLOWTAIL FLOUNDER; LIMANDA,1571969,42,YELLOWTAIL FLOUNDER; LIMANDA,,Myzopsetta ferruginea,9b021a5a-799a-42d1-8b26-a606b903999b,,
,2023-07-24 13:19:44 UTC,5040,No,TEL-2023-010,,,,,,165,WINTER FLOUNDER,158885,43,WINTER FLOUNDER,Plie rouge,Pseudopleuronectes americanus,b0575f0d-61af-4a70-b7e2-2985f815e323,,
,2023-07-24 13:20:29 UTC,5046,No,TEL-2023-010,,,,,,165,LONGHORN SCULPIN,159520,300,LONGHORN SCULPIN,Chaboisseau à dix-huit-épines,Myoxocephalus octodecemspinosus,dc8772ca-5ee4-4341-8535-4877abc47dfa,,
,2023-07-24 13:22:18 UTC,5051,No,TEL-2023-010,,,,,,165,NORTHERN SAND LANCE,151520,610,NORTHERN SAND LANCE,Lançon du nord,Ammodytes dubius,e1d1886b-027c-4fec-a4c7-328731d3839b,,
,2023-07-24 13:24:08 UTC,5056,No,TEL-2023-010,,,,,,165,BUCCINIDAE/WHELK EGGS,,1510,BUCCINIDAE/WHELK EGGS,,,197dd5df-2495-4cbf-b77c-393d70afa312,,
,2023-07-24 13:21:57 UTC,5049,No,TEL-2023-010,,,,,,165,JONAH CRAB,158056,2511,JONAH CRAB,Crabe tourteau boreal,Cancer borealis,cdfcf0a9-f001-42b3-b1d4-6864a26ff297,,
,2023-07-24 13:20:03 UTC,5043,No,TEL-2023-010,,,,,,165,ATLANTIC ROCK CRAB,158057,2513,ATLANTIC ROCK CRAB,Crabe commun,Cancer irroratus,4574f6e8-f64f-4392-b7a5-acb3d572fa19,,
,2023-07-24 13:19:48 UTC,5041,No,TEL-2023-010,,,,,,165,AMERICAN LOBSTER,156134,2550,AMERICAN LOBSTER,Homard américain,Homarus americanus,fa1d2e4f-ecf5-414f-a342-c3aa3c346bd2,,
,2023-07-24 13:23:32 UTC,5055,No,TEL-2023-010,,,,,,165,SEA SCALLOP,156972,4321,SEA SCALLOP,Pétoncle géant,Placopecten magellanicus,25b9a3e3-ecee-4cb5-aa68-6a186aaf4e08,,
,2023-07-24 13:22:59 UTC,5053,No,TEL-2023-010,,,,,,165,Common starfish,123776,6111,Common starfish,Étoile de mer commune,Asterias rubens,721edd7b-fea1-42e7-bfbc-71f3d51f13f5,4,
,2023-07-24 13:21:28 UTC,5048,No,TEL-2023-010,,,,,,165,Cushion Star (H. phrygiana),124043,6117,Cushion Star (H. phrygiana),Étoile de mer coussin (H. phrygiana),Hippasteria phrygiana,5ce7e263-b11b-4cc1-9301-11c58a374086,,
,2023-07-24 13:23:21 UTC,5054,No,TEL-2023-010,,,,,,165,Common sand dollar,158062,6511,Common sand dollar,Dollar de sable,Echinarachnius parma,e08e5782-b39b-4cfa-bf5b-93bad00c103d,1,
,2023-07-24 13:20:17 UTC,5045,No,TEL-2023-010,,,,,,165,SEA CUCUMBER  COMMON,124612,6611,SEA CUCUMBER  COMMON,Concombre du nord,Cucumaria frondosa,39826bd2-ed68-414b-b431-17a8166ac754,20,
,2023-07-24 13:22:41 UTC,5052,No,TEL-2023-010,,,,,,165,COMB JELLIES,1248,8100,COMB JELLIES,Cténophores non-spécifié (Ctenophora),Ctenophora (p.),b91f09d7-4d41-49ad-942d-80523a3fa5a8,16,
,2023-07-24 13:22:07 UTC,5050,No,TEL-2023-010,,,,,,165,FIG SPONGE,134285,8613,FIG SPONGE,Éponge figuier,Suberites ficus,4fd4ff67-c6b1-462b-a860-6ed9c2839ea8,3,
,2023-07-24 16:13:14 UTC,5064,No,TEL-2023-010,,,,,,166,HADDOCK,126437,11,HADDOCK,Aiglefin,Melanogrammus aeglefinus,2a595a64-620c-4678-838e-d69cc81ffecd,,
,2023-07-24 16:11:16 UTC,5057,No,TEL-2023-010,,,,,,166,SQUIRREL OR RED HAKE,126503,13,SQUIRREL OR RED HAKE,Merluche-écureuil,Urophycis chuss,5976e380-8d3d-4038-8806-83434953a43a,,
,2023-07-24 16:12:31 UTC,5059,No,TEL-2023-010,,,,,,166,SILVER HAKE,158962,14,SILVER HAKE,Merlu argenté,Merluccius bilinearis,23d02f66-fed3-41f2-b392-02acd2e705f7,,
,2023-07-24 16:12:43 UTC,5060,No,TEL-2023-010,,,,,,166,YELLOWTAIL FLOUNDER; LIMANDA,1571969,42,YELLOWTAIL FLOUNDER; LIMANDA,,Myzopsetta ferruginea,9b021a5a-799a-42d1-8b26-a606b903999b,,
,2023-07-24 16:13:07 UTC,5063,No,TEL-2023-010,,,,,,166,WINTER FLOUNDER,158885,43,WINTER FLOUNDER,Plie rouge,Pseudopleuronectes americanus,b0575f0d-61af-4a70-b7e2-2985f815e323,,
,2023-07-24 16:12:21 UTC,5058,No,TEL-2023-010,,,,,,166,LITTLE SKATE; ERINACEA,1577339,203,LITTLE SKATE; ERINACEA,,Leucoraja erinaceus,14884350-d286-431c-84c1-6bc6619c0b51,,
,2023-07-24 16:12:58 UTC,5062,No,TEL-2023-010,,,,,,166,LONGHORN SCULPIN,159520,300,LONGHORN SCULPIN,Chaboisseau à dix-huit-épines,Myoxocephalus octodecemspinosus,dc8772ca-5ee4-4341-8535-4877abc47dfa,,
,2023-07-24 16:12:52 UTC,5061,No,TEL-2023-010,,,,,,166,SEA RAVEN,159518,320,SEA RAVEN,Hémitriptère atlantique,Hemitripterus americanus,63e3bcdd-f87a-4aba-88fe-7980a2d1ebe7,,
,2023-07-24 16:14:19 UTC,5067,No,TEL-2023-010,,,,,,166,NORTHERN SAND LANCE,151520,610,NORTHERN SAND LANCE,Lançon du nord,Ammodytes dubius,e1d1886b-027c-4fec-a4c7-328731d3839b,,
,2023-07-24 16:25:02 UTC,5074,No,TEL-2023-010,,,,,,166,GASTEROPODA/SNAIL/SLUG EGGS,,1511,GASTEROPODA/SNAIL/SLUG EGGS,,,cd0fc550-018c-4818-85c3-e3dee5ef12fb,,
,2023-07-24 16:21:45 UTC,5072,No,TEL-2023-010,,,,,,166,JONAH CRAB,158056,2511,JONAH CRAB,Crabe tourteau boreal,Cancer borealis,cdfcf0a9-f001-42b3-b1d4-6864a26ff297,,
,2023-07-24 16:21:59 UTC,5073,No,TEL-2023-010,,,,,,166,ATLANTIC ROCK CRAB,158057,2513,ATLANTIC ROCK CRAB,Crabe commun,Cancer irroratus,4574f6e8-f64f-4392-b7a5-acb3d572fa19,,
,2023-07-24 16:13:41 UTC,5065,No,TEL-2023-010,,,,,,166,NORTHERN KRILL,110690,2611,NORTHERN KRILL,Krill norvégien,Meganyctiphanes norvegica,38e44e47-d727-46ce-9d86-19d72b2c8e56,1,
,2023-07-24 16:14:35 UTC,5068,No,TEL-2023-010,,,,,,166,SHORT-FIN SQUID,153087,4511,SHORT-FIN SQUID,Encornet rouge nordique,Illex illecebrosus,a34b02ba-08d9-449c-ae3a-895ecbf356f7,,
,2023-07-24 16:14:54 UTC,5069,No,TEL-2023-010,,,,,,166,Common starfish,123776,6111,Common starfish,Étoile de mer commune,Asterias rubens,721edd7b-fea1-42e7-bfbc-71f3d51f13f5,18,
,2023-07-24 16:13:57 UTC,5066,No,TEL-2023-010,,,,,,166,SEA CUCUMBER  COMMON,124612,6611,SEA CUCUMBER  COMMON,Concombre du nord,Cucumaria frondosa,39826bd2-ed68-414b-b431-17a8166ac754,2,
,2023-07-24 16:17:40 UTC,5071,No,TEL-2023-010,"Obellia sp. is basket one, basket two is unknown.",,,,,166,Hydrozoans unidentified (Hydrozoa),1337,8400,Hydrozoans unidentified (Hydrozoa),Hydrozoaires non-spécifié (Hydrozoa),Hydrozoa (c.),7f08e665-7e0d-4c15-9510-46b1cdf388eb,,
,2023-07-24 16:15:33 UTC,5070,No,TEL-2023-010,,,,,,166,JELLYFISHES,135220,8500,JELLYFISHES,Méduse non-spécifié (Scyphozoa),Scyphozoa (c.),0201c618-97bd-47d6-9a2a-3520ebb5f770,,
,2023-07-24 18:09:11 UTC,5075,No,TEL-2023-010,,,,,,167,HADDOCK,126437,11,HADDOCK,Aiglefin,Melanogrammus aeglefinus,2a595a64-620c-4678-838e-d69cc81ffecd,,
,2023-07-24 18:09:20 UTC,5076,No,TEL-2023-010,,,,,,167,SILVER HAKE,158962,14,SILVER HAKE,Merlu argenté,Merluccius bilinearis,23d02f66-fed3-41f2-b392-02acd2e705f7,,
,2023-07-24 18:10:00 UTC,5078,No,TEL-2023-010,,,,,,167,AMERICAN PLAICE,127137,40,AMERICAN PLAICE,Plie canadienne,Hippoglossoides platessoides,6122d593-0a34-4591-8ab6-65f693d17cc7,,
,2023-07-24 18:10:22 UTC,5080,No,TEL-2023-010,,,,,,167,WITCH FLOUNDER,127136,41,WITCH FLOUNDER,Plie grise,Glyptocephalus cynoglossus,c665a6f0-abf2-43ff-98b1-5698d3e4c820,,
,2023-07-24 18:10:08 UTC,5079,No,TEL-2023-010,,,,,,167,YELLOWTAIL FLOUNDER; LIMANDA,1571969,42,YELLOWTAIL FLOUNDER; LIMANDA,,Myzopsetta ferruginea,9b021a5a-799a-42d1-8b26-a606b903999b,,
,2023-07-24 18:09:51 UTC,5077,No,TEL-2023-010,,,,,,167,WINTER FLOUNDER,158885,43,WINTER FLOUNDER,Plie rouge,Pseudopleuronectes americanus,b0575f0d-61af-4a70-b7e2-2985f815e323,,
,2023-07-24 18:10:54 UTC,5083,No,TEL-2023-010,,,,,,167,NORTHERN SAND LANCE,151520,610,NORTHERN SAND LANCE,Lançon du nord,Ammodytes dubius,e1d1886b-027c-4fec-a4c7-328731d3839b,,
,2023-07-24 18:12:03 UTC,5086,No,TEL-2023-010,,,,,,167,GASTEROPODA/SNAIL/SLUG EGGS,,1511,GASTEROPODA/SNAIL/SLUG EGGS,,,cd0fc550-018c-4818-85c3-e3dee5ef12fb,,
,2023-07-24 18:12:46 UTC,5087,No,TEL-2023-010,,,,,,167,Bristled longbeak shrimp,158356,2214,Bristled longbeak shrimp,Crevette - Dichelopandalus leptocerus,Dichelopandalus leptocerus,0a120f9d-714f-48bc-925f-b39b246f8f17,2,
,2023-07-24 18:10:40 UTC,5082,No,TEL-2023-010,,,,,,167,JONAH CRAB,158056,2511,JONAH CRAB,Crabe tourteau boreal,Cancer borealis,cdfcf0a9-f001-42b3-b1d4-6864a26ff297,,
,2023-07-24 18:10:33 UTC,5081,No,TEL-2023-010,,,,,,167,ATLANTIC ROCK CRAB,158057,2513,ATLANTIC ROCK CRAB,Crabe commun,Cancer irroratus,4574f6e8-f64f-4392-b7a5-acb3d572fa19,,
,2023-07-24 18:11:13 UTC,5084,No,TEL-2023-010,,,,,,167,Arctic Lyre Crab/Lesser toad crab,107323,2521,Arctic Lyre Crab/Lesser toad crab,Crabe lyre (arctique),Hyas coarctatus,49122567-60f1-43fb-9c29-dff4f32fcba4,,
,2023-07-24 18:13:01 UTC,5088,No,TEL-2023-010,,,,,,167,NORTHERN KRILL,110690,2611,NORTHERN KRILL,Krill norvégien,Meganyctiphanes norvegica,38e44e47-d727-46ce-9d86-19d72b2c8e56,1,
,2023-07-24 18:15:30 UTC,5091,No,TEL-2023-010,,,,,,167,SEA SCALLOP,156972,4321,SEA SCALLOP,Pétoncle géant,Placopecten magellanicus,25b9a3e3-ecee-4cb5-aa68-6a186aaf4e08,,
,2023-07-24 18:11:47 UTC,5085,No,TEL-2023-010,,,,,,167,BOBTAIL SQUID; SEPIOLODAE,11725,4536,BOBTAIL SQUID; SEPIOLODAE,Sepiolidae non-spécifié,Sepiolidae (f.),2d243cc2-5f7c-4dfe-94a6-d6341b770eaf,2,
,2023-07-24 18:13:32 UTC,5089,No,TEL-2023-010,,,,,,167,Common starfish,123776,6111,Common starfish,Étoile de mer commune,Asterias rubens,721edd7b-fea1-42e7-bfbc-71f3d51f13f5,31,
,2023-07-24 18:16:52 UTC,5095,No,TEL-2023-010,,,,,,167,Sea Stars unidentified (Leptasterias sp.),123222,6114,Sea Stars unidentified (Leptasterias sp.),Étoiles de mer non-spécifié (Leptasterias sp.),Leptasterias sp.,80573683-c9c4-45e1-a217-ba91c89aa5cf,1,
,2023-07-24 18:16:07 UTC,5093,No,TEL-2023-010,,,,,,167,Cushion Star (H. phrygiana),124043,6117,Cushion Star (H. phrygiana),Étoile de mer coussin (H. phrygiana),Hippasteria phrygiana,5ce7e263-b11b-4cc1-9301-11c58a374086,1,
,2023-07-24 18:16:41 UTC,5094,No,TEL-2023-010,,,,,,167,BLOOD STAR  GENUS; INCL HENRICA SP,123276,6118,BLOOD STAR  GENUS; INCL HENRICA SP,Étoiles de mer sanguine (Henricia sp.),Henricia sp.,f974059b-1e00-4bd9-91ca-30cca314741b,1,
,2023-07-24 18:15:41 UTC,5092,No,TEL-2023-010,,,,,,167,SAND DOLLARS,123100,6500,SAND DOLLARS,Clypeasteroida non-spécifié,Clypeasteroida (o.),bc8ef9c5-44a0-4b14-b044-c17991fcdb37,1,
,2023-07-24 18:15:09 UTC,5090,No,TEL-2023-010,,,,,,167,SEA CUCUMBER  COMMON,124612,6611,SEA CUCUMBER  COMMON,Concombre du nord,Cucumaria frondosa,39826bd2-ed68-414b-b431-17a8166ac754,3,
,2023-07-24 21:20:01 UTC,5103,No,TEL-2023-010,,,,,,168,SQUIRREL OR RED HAKE,126503,13,SQUIRREL OR RED HAKE,Merluche-écureuil,Urophycis chuss,5976e380-8d3d-4038-8806-83434953a43a,,
,2023-07-24 21:19:38 UTC,5102,No,TEL-2023-010,,,,,,168,SILVER HAKE,158962,14,SILVER HAKE,Merlu argenté,Merluccius bilinearis,23d02f66-fed3-41f2-b392-02acd2e705f7,,
,2023-07-24 21:19:08 UTC,5100,No,TEL-2023-010,,,,,,168,HERRING ATLANTIC,126417,60,HERRING ATLANTIC,Hareng atlantique,Clupea harengus,5d02abb7-3748-44b9-83cf-d72cdeaa02ac,,
,2023-07-24 21:18:59 UTC,5099,No,TEL-2023-010,,,,,,168,SHAD AMERICAN,158670,61,SHAD AMERICAN,Alose savoureuse,Alosa sapidissima,70a39611-09c3-4905-bcc1-c06548fbf372,,
,2023-07-24 21:18:43 UTC,5097,No,TEL-2023-010,,,,,,168,MACKEREL ATLANTIC,127023,70,MACKEREL ATLANTIC,Maquereau bleu,Scomber scombrus,614cc280-5149-4d97-a3a1-39a54517eaa7,,
,2023-07-24 21:18:35 UTC,5096,No,TEL-2023-010,,,,,,168,SPINY DOGFISH,105923,220,SPINY DOGFISH,Aiguillat commun,Squalus acanthias,1e170cdf-4f3b-47c9-bad4-64947d79bd6c,,
,2023-07-24 21:20:07 UTC,5104,No,TEL-2023-010,,,,,,168,"MONKFISH,GOOSEFISH,ANGLER",159184,400,"MONKFISH,GOOSEFISH,ANGLER",Baudroie d'Amérique,Lophius americanus,eb394776-0410-4c53-aa21-a3a4b0aba073,,
,2023-07-24 21:19:29 UTC,5101,No,TEL-2023-010,,,,,,168,BUTTERFISH,159828,701,BUTTERFISH,Stromatée à fossette,Peprilus triacanthus,af1c13d6-f851-488f-bf35-e047d1a85587,,
,2023-07-24 21:21:09 UTC,5108,No,TEL-2023-010,,,,,,168,Bristled longbeak shrimp,158356,2214,Bristled longbeak shrimp,Crevette - Dichelopandalus leptocerus,Dichelopandalus leptocerus,0a120f9d-714f-48bc-925f-b39b246f8f17,4,
,2023-07-24 21:20:49 UTC,5107,No,TEL-2023-010,,,,,,168,JONAH CRAB,158056,2511,JONAH CRAB,Crabe tourteau boreal,Cancer borealis,cdfcf0a9-f001-42b3-b1d4-6864a26ff297,,
,2023-07-24 21:20:24 UTC,5105,No,TEL-2023-010,,,,,,168,Octopus (Bathypolypus sp.),138265,4508,Octopus (Bathypolypus sp.),Poulpes (Bathypolypus sp.),Bathypolypus sp.,72243fbc-9075-11ec-8fd9-a08cfde36583,1,
,2023-07-24 21:21:20 UTC,5109,No,TEL-2023-010,,,,,,168,SHORT-FIN SQUID,153087,4511,SHORT-FIN SQUID,Encornet rouge nordique,Illex illecebrosus,a34b02ba-08d9-449c-ae3a-895ecbf356f7,,
,2023-07-24 21:20:36 UTC,5106,No,TEL-2023-010,,,,,,168,SAND DOLLARS,123100,6500,SAND DOLLARS,Clypeasteroida non-spécifié,Clypeasteroida (o.),bc8ef9c5-44a0-4b14-b044-c17991fcdb37,1,
,2023-07-25 00:11:24 UTC,5114,No,TEL-2023-010,,,,,,169,COD ATLANTIC,126436,10,COD ATLANTIC,Morue franche,Gadus morhua,660a658e-7e1c-4ee8-9320-b2faefd69898,,
,2023-07-25 00:10:31 UTC,5111,No,TEL-2023-010,,,,,,169,HADDOCK,126437,11,HADDOCK,Aiglefin,Melanogrammus aeglefinus,2a595a64-620c-4678-838e-d69cc81ffecd,,
,2023-07-25 00:11:42 UTC,5117,No,TEL-2023-010,,,,,,169,SILVER HAKE,158962,14,SILVER HAKE,Merlu argenté,Merluccius bilinearis,23d02f66-fed3-41f2-b392-02acd2e705f7,,
,2023-07-25 00:10:55 UTC,5112,No,TEL-2023-010,,,,,,169,POLLOCK,126441,16,POLLOCK,Goberge,Pollachius virens,12868fea-63cc-4e2a-8ac6-8ef21ba5eca1,,
,2023-07-25 00:11:50 UTC,5118,No,TEL-2023-010,,,,,,169,REDFISH UNSEPARATED,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b,,
