ad8d535027369198b43baa8c55911e34	 The query sequence is too far from the reference dataset!						
1139347a683ac36170ef0cc5f1771c0c	Rough Family:Macrouridae	Rough Genus:Coelorinchus	Macrouridae_Coelorinchus_occa_12S	MD:0.475629	This species has only one sequence in the reference dataset, no theta1.		
438255fa0d1058305ea9019f5eac0576	 The query sequence is too far from the reference dataset!						
874b3c524d92d66ab23bd4c9a5cd313c	 The query sequence is too far from the reference dataset!						
d72dd32e5891cbbc13818db2de47ae7c	 The query sequence is too far from the reference dataset!						
dcc060707a0beea8be5f7a2967c4441b	 The query sequence is too far from the reference dataset!						
f8e9229d3855e0a978b15b84e0a86769	 The query sequence is too far from the reference dataset!						
afbf6cba14eebd47a2ae98fc2ee8df1f	Rough Family:Cyematidae	Rough Genus:Neocyema	Cyematidae_Neocyema_erythrosoma_12S	MD:0.849404	This genus has only one species in the reference dataset, no theta2.		
93bcf8924a123367cafcb98e0ba69c3f	 The query sequence is too far from the reference dataset!						
aab738a84ce6068a9abd46a72f8bffc4	Rough Family:Clupeidae	Rough Genus:Alosa	Clupeidae_Alosa_pseudoharengus_12S	FMF:0	MD:0.592854	Theta1:1e-06	Theta2:0.00616737
74d70825ee614bc33e8b705f6d79bcaa	 The query sequence is too far from the reference dataset!						
585200b7472f7c8ddee5cd7ecf7f4cda	Rough Family:Clupeidae	Rough Genus:Clupea	Clupeidae_Clupea_harengus_12S	FMF:1	MD:0.00853638	Theta1:0.0189149	Theta2:0.0189149
515ecf7a1c4b146d6cf4ddb112c41940	 The query sequence is too far from the reference dataset!						
86c9fb1444ec554c183847cc73133eab	 The query sequence is too far from the reference dataset!						
5ef732b0d485860591be85d9ee9c4106	 The query sequence is too far from the reference dataset!						
0152f91513df8d9cb3a48ea0df4c10d4	Rough Family:Clupeidae	Rough Genus:Clupea	Clupeidae_Clupea_harengus_12S	FMF:1	MD:1e-06	Theta1:0.0189149	Theta2:0.0189149
dd167d597bed8cafd353e95f1245a146	 The query sequence is too far from the reference dataset!						
4cd0ae32e7d97dd173b335387e455e46	 The query sequence is too far from the reference dataset!						
eea678154144b9864bb2d6bc90f20c66	 The query sequence is too far from the reference dataset!						
2b7b62fbddb97266242d9812a664e2a9	 The query sequence is too far from the reference dataset!						
6167ba4107331d66678e234b0e90b5c3	 The query sequence is too far from the reference dataset!						
1f05c4cbdf61dd56fa98e0aa5ead02ec	Rough Family:Synodontidae	Rough Genus:Trachinocephalus	Synodontidae_Trachinocephalus_myops_12S	MD:0.544489	This genus has only one species in the reference dataset, no theta2.		
171840617a5516bbeca4d025681bfa41	Rough Family:Clupeidae	Rough Genus:Alosa	Clupeidae_Alosa_mediocris_12S	MD:0.555842	This species has only one sequence in the reference dataset, no theta1.		
aa4ed42fa6fff4b5b22baba2b657196f	 The query sequence is too far from the reference dataset!						
ebb630979b0232786571123fed4b8759	 The query sequence is too far from the reference dataset!						
839f21b2d30ddbe99bbc088780a389c6	 The query sequence is too far from the reference dataset!						
4925be437901986d168fba88de569c60	 The query sequence is too far from the reference dataset!						
b9e5f2790c6d33c4a04bf45e27479ed7	 The query sequence is too far from the reference dataset!						
e82cc750772618fed4c7b29f7a168071	Rough Family:Paralepididae	Rough Genus:Lestidiops	Paralepididae_Lestidiops_jayakari_12S	MD:0.51669	This species has only one sequence in the reference dataset, no theta1.		
b5fd7e0336d07b51c4ee9f5dffbbb3a7	 The query sequence is too far from the reference dataset!						
c7ccb8aae9e5ac849d30e3a25c79660f	 The query sequence is too far from the reference dataset!						
e4fca6ff913a589321aa8f5d22372b31	 The query sequence is too far from the reference dataset!						
714d8a31568679b1412ff21432ebf529	 The query sequence is too far from the reference dataset!						
bb6598d200e2b0478cd87c59858de589	 The query sequence is too far from the reference dataset!						
01bd969ecfd2473c2daa76633670e06f	 The query sequence is too far from the reference dataset!						
9316a9c6298d702b87c04835a3ad8c85	 The query sequence is too far from the reference dataset!						
e15f91e861d7921469fff1afa7d805e6	Rough Family:Pholidae	Rough Genus:Pholis	Pholidae_Pholis_gunnellus_12S	MD:1e-06	This species has only one sequence in the reference dataset, no theta1.		
7b5c958fc0097a8fd383fe3f107d3eae	Rough Family:Ammodytidae	Rough Genus:Ammodytes	Ammodytidae_Ammodytes_tobianus_12S	MD:1e-06	This species has only one sequence in the reference dataset, no theta1.		
bad4754a8139cf25cbc2cf76b6a4b07e	 The query sequence is too far from the reference dataset!						
2665c0ab050eb1ad9e6f462d2513afaf	 The query sequence is too far from the reference dataset!						
5906cf1f3d09a532297e2e8994ab1b1d	 The query sequence is too far from the reference dataset!						
a42cf302b9c546853c14f3ff50da0551	 The query sequence is too far from the reference dataset!						
0edce3168de45a149846254d9a3af8ce	 The query sequence is too far from the reference dataset!						
a4c944effdb28e1a7b75f87cb3f481d2	 The query sequence is too far from the reference dataset!						
c852c1f1d0cc9bb7e8422c89c23cb75a	 The query sequence is too far from the reference dataset!						
b9f3e50659a56edfb8cf2678f669aa96	 The query sequence is too far from the reference dataset!						
34fa61760f71e6c60174bae1ff9cb9cf	 The query sequence is too far from the reference dataset!						
b7b80b2a524aa5f30f3f241b1792a5fb	 The query sequence is too far from the reference dataset!						
a032e5217050ad7e71a900fb7fac95ca	 The query sequence is too far from the reference dataset!						
018b6da975138c71f379fd5b4fac7d07	 The query sequence is too far from the reference dataset!						
54c1b7f5067e759083722c4d0e600cab	 The query sequence is too far from the reference dataset!						
218af31c3a48e99723d2c85c62d2d3d4	 The query sequence is too far from the reference dataset!						
9348b0d9e8e2a70d60709294c68c83bd	 The query sequence is too far from the reference dataset!						
6e45e7fcbc0e23039d69a79d37fae835	Rough Family:Sebastidae	Rough Genus:Sebastes	Sebastidae_Sebastes_saxicola_12S	FMF:0	MD:0.835719	Theta1:1e-06	Theta2:0.00636359
d3f03e82b6917bd6bf942f64ddc3e6df	 The query sequence is too far from the reference dataset!						
b3ba57a8c9eb1c0fadcdd79744e66125	 The query sequence is too far from the reference dataset!						
f6a594c84fbe66f7ccdbe11b73c3bdc0	 The query sequence is too far from the reference dataset!						
079cf6934779c87c9b661be0cc64f426	 The query sequence is too far from the reference dataset!						
cbb0b13c6e7dc169f38fd9ecf91acfe2	 The query sequence is too far from the reference dataset!						
b8c339f9162e21d24e4e2705c3d2fc86	Rough Family:Paralepididae	Rough Genus:Lestidiops	Paralepididae_Lestidiops_jayakari_12S	MD:0.488905	This species has only one sequence in the reference dataset, no theta1.		
a55825200bf770f7c7d742c6848705e8	 The query sequence is too far from the reference dataset!						
77e4332e32ab863ee91e1acd8c712a62	Rough Family:Clupeidae	Rough Genus:Alosa	Clupeidae_Alosa_mediocris_12S	MD:0.555842	This species has only one sequence in the reference dataset, no theta1.		
3bbc1c424ff3ef78f3053433593691f3	 The query sequence is too far from the reference dataset!						
ba928e0c6b95de711cea46b5582dc66a	 The query sequence is too far from the reference dataset!						
6585b9d9935a281b7f850f4c4eae8085	 The query sequence is too far from the reference dataset!						
369de6a3f83355059c25b59560ce0a2b	 The query sequence is too far from the reference dataset!						
78ea620efa7f7308f778dfefcfb7aebe	 The query sequence is too far from the reference dataset!						
fb1a3d7e529c44cf9688f24a00cf1ccc	 The query sequence is too far from the reference dataset!						
90bf90dd66c75c4a625535d63928ddb4	 The query sequence is too far from the reference dataset!						
9666e409f93edc983e14dbd5342bb000	 The query sequence is too far from the reference dataset!						
375eaac6641fcd5a75609bf801254e4a	 The query sequence is too far from the reference dataset!						
1fda909370582938f4a7b87eee709eb5	Rough Family:Paralepididae	Rough Genus:Lestidiops	Paralepididae_Lestidiops_jayakari_12S	MD:0.601947	This species has only one sequence in the reference dataset, no theta1.		
c22f4246fd101817ebe38df05ecf8337	Rough Family:Belonidae	Rough Genus:Cololabis	Belonidae_Cololabis_saira_12S	MD:0.0349152	This species has only one sequence in the reference dataset, no theta1.		
4cfeed56159485b7f4dafa2e6ad3e283	Rough Family:Evermannellidae	Rough Genus:Coccorella	Evermannellidae_Coccorella_atlantica_12S	MD:0.56005	This species has only one sequence in the reference dataset, no theta1.		
2b39637657ef7aa9a903a3cc0388b97a	 The query sequence is too far from the reference dataset!						
710095e64349c4fb25ba7c918952fed1	 The query sequence is too far from the reference dataset!						
9e58689a376181f671b417539ae0d826	 The query sequence is too far from the reference dataset!						
654562d2f79dec68c463d596881197ff	 The query sequence is too far from the reference dataset!						
f99d670f281d7c08ef5a21006ba2f2bb	 The query sequence is too far from the reference dataset!						
aa0bb6ace970060dae637d1cf8cc78a6	 The query sequence is too far from the reference dataset!						
c42721f43907b53905032f809b699d62	 The query sequence is too far from the reference dataset!						
9641b6b8a0b24fe51f67a1b385152471	 The query sequence is too far from the reference dataset!						
906a3ea5ca013f9a64912faec90202ff	 The query sequence is too far from the reference dataset!						
dce2de8dd882a2fcfe872e41144442b1	 The query sequence is too far from the reference dataset!						
820f137ae3dc8c435bfbfbe235010c53	 The query sequence is too far from the reference dataset!						
22d932614bfc3f2e47ab8437347b6862	Rough Family:Paralepididae	Rough Genus:Lestidiops	Paralepididae_Lestidiops_jayakari_12S	MD:0.617137	This species has only one sequence in the reference dataset, no theta1.		
43c09ea6c75658f6518c1a7587f2632e	 The query sequence is too far from the reference dataset!						
357479181dfbaec7adb5426cf535dae2	 The query sequence is too far from the reference dataset!						
fabeb09ee35fc1e694722b4114f59921	 The query sequence is too far from the reference dataset!						
da8059c650085d54fee746416f20827d	 The query sequence is too far from the reference dataset!						
65af15827cd0f29e513a67a1dc916322	 The query sequence is too far from the reference dataset!						
c76cd1c7751cf289fc3ac1161eb67195	 The query sequence is too far from the reference dataset!						
2d19ddcc64fbf9235664d4e3f0c7807c	 The query sequence is too far from the reference dataset!						
9e17e57624d053dd092139230d520681	 The query sequence is too far from the reference dataset!						
942157ca8f99424536d75275e8a126d1	 The query sequence is too far from the reference dataset!						
e178b108a306d5845df904236f9e7af6	 The query sequence is too far from the reference dataset!						
cb4eb0e6dd930d7764e86ffa5dfa2539	 The query sequence is too far from the reference dataset!						
6d4a58a25b310e732a1045a37c367087	 The query sequence is too far from the reference dataset!						
fc29f7c3a19efbc17cae26959a63b19f	 The query sequence is too far from the reference dataset!						
d05c763a3a90b98104c2ed095b5b192d	 The query sequence is too far from the reference dataset!						
ddab2601d6a510adf6b8100e78dda69a	 The query sequence is too far from the reference dataset!						
418c80f1d940511763ec48a79f67a2fe	 The query sequence is too far from the reference dataset!						
3ed6a0b50ad2801cc58d1eafb98abf6e	 The query sequence is too far from the reference dataset!						
0b8efc90d8ef514b5556a8d4a3e436a9	 The query sequence is too far from the reference dataset!						
eacb6a992f8b4ac466051d0c1860abb1	 The query sequence is too far from the reference dataset!						
cdc7227b36f59c033f83462d519e1a80	 The query sequence is too far from the reference dataset!						
5711d2a43d5850382291bd6bb7781e30	Rough Family:Setarchidae	Rough Genus:Setarches	Setarchidae_Setarches_guentheri_12S	MD:1	This species has only one sequence in the reference dataset, no theta1.		
4c85f167e2ef02273799895343c94c05	 The query sequence is too far from the reference dataset!						
73bc94cfd5dc05de9e5b00519a04cc8a	 The query sequence is too far from the reference dataset!						
9f5d519cddfa3bdc673240e802e9357c	 The query sequence is too far from the reference dataset!						
2cd8bfa87d3b4dc56fc22481713431a2	 The query sequence is too far from the reference dataset!						
9af8e31c74b38e97c1856501d5f5fd1b	 The query sequence is too far from the reference dataset!						
38c81d8670e1f5a4c252c7dcbce46761	Rough Family:Pleuronectidae3	Rough Genus:PL3	Pleuronectidae3_PL3_species30_12S	MD:1e-06	This genus has only one species in the reference dataset, no theta2.		
70006fc5cf4137ed8e5e2fe5a2c054c4	Rough Family:Clupeidae	Rough Genus:Clupea	Clupeidae_Clupea_harengus_12S	FMF:1	MD:0.0171999	Theta1:0.0189149	Theta2:0.0189149
81ab8c067ff12294fb5ec081255b2219	Rough Family:Cyematidae	Rough Genus:Neocyema	Cyematidae_Neocyema_erythrosoma_12S	MD:0.663911	This genus has only one species in the reference dataset, no theta2.		
bb3e27211dfc7956ec9b156d44e70c3d	 The query sequence is too far from the reference dataset!						
97a2dc624320822bf1283bbcf4e40e60	 The query sequence is too far from the reference dataset!						
a07f9fc3865c947d5f5ed37c1922b1db	 The query sequence is too far from the reference dataset!						
a262fe1088b94a231d30e39b5f174d7b	 The query sequence is too far from the reference dataset!						
4af6edb9b8334d83b4fdaf7a252f2e2d	 The query sequence is too far from the reference dataset!						
ed57c876042b9d3074059c68cd0c5a98	 The query sequence is too far from the reference dataset!						
e3ec79def3d849a25dddcfef2811d378	 The query sequence is too far from the reference dataset!						
0955341eeb1c7215d38b50bf35627903	 The query sequence is too far from the reference dataset!						
5c61968a00d510eb54745338efb53f74	Rough Family:Macrouridae2	Rough Genus:MA2	Macrouridae2_MA2_species19_12S	MD:0.660272	This genus has only one species in the reference dataset, no theta2.		
bd4dc70acb88d433423024f2af7257fa	Rough Family:Squalidae	Rough Genus:Squalus	Squalidae_Squalus_acanthias_12S	MD:0.467118	This species has only one sequence in the reference dataset, no theta1.		
15d9fe6cf852c1f17acd7929d2f2b1f4	 The query sequence is too far from the reference dataset!						
4c571f23b1ed2be1a2d92797ad6f5c50	 The query sequence is too far from the reference dataset!						
5d79f86e81a258e0b2de1dc46ecc66a5	 The query sequence is too far from the reference dataset!						
bb58300a233da00885ede8d85bf0ae8e	 The query sequence is too far from the reference dataset!						
e2f6fa23a4fd2ae0a8cd4ae5bafd9ccb	 The query sequence is too far from the reference dataset!						
6824157ddc577803b59c545ca210005b	 The query sequence is too far from the reference dataset!						
4bc69eec0be8e6e8d3cac90bf6efc460	 The query sequence is too far from the reference dataset!						
1abcf4d7f0e22228b19431970d1e603e	Rough Family:Syngnathidae	Rough Genus:Syngnathus	Syngnathidae_Syngnathus_fuscus_12S	MD:0.570551	This species has only one sequence in the reference dataset, no theta1.		
	Rough Family:Trachipteridae	Rough Genus:Zu	Trachipteridae_Zu_cristatus_12S	MD:0.567531	This species has only one sequence in the reference dataset, no theta1.		
9659406f54f8de068a8f8a24ec3426bd	Rough Family:Gadidae	Rough Genus:Microgadus	Gadidae_Microgadus_tomcod_12S	FMF:1	MD:1e-06	Theta1:0.00756745	Theta2:0.0190573
	Rough Family:Gadidae	Rough Genus:Eleginus	Gadidae_Eleginus_gracilis_12S	MD:0.0173212	This genus has only one species in the reference dataset, no theta2.		
49aa387eb28724f924516c8a8e358007	 The query sequence is too far from the reference dataset!						
e20360c97f45b1ea277994b0e58a8e12	Rough Family:Cyematidae	Rough Genus:Neocyema	Cyematidae_Neocyema_erythrosoma_12S	MD:0.744732	This genus has only one species in the reference dataset, no theta2.		
94f297dcfec3af96a134bb9d4dac0fcf	 The query sequence is too far from the reference dataset!						
13a30fc5e1a1afb793bb3b50ccc5ad9c	 The query sequence is too far from the reference dataset!						
ad0e5d76737b1b790f1163409ab67020	Rough Family:Belonidae	Rough Genus:Cololabis	Belonidae_Cololabis_saira_12S	MD:0.0171999	This species has only one sequence in the reference dataset, no theta1.		
	Rough Family:Belonidae	Rough Genus:Platybelone	Belonidae_Platybelone_argalus_12S	MD:0.116065	This species has only one sequence in the reference dataset, no theta1.		
	Rough Family:Hexagrammidae	Rough Genus:Oxylebius	Hexagrammidae_Oxylebius_pictus_12S	MD:0.1628	This species has only one sequence in the reference dataset, no theta1.		
5de50b91f60285f161c1147b0280910e	 The query sequence is too far from the reference dataset!						
1632e2a9d44fd9397496e126f094adbb	 The query sequence is too far from the reference dataset!						
720a0a262aad84d8125c4dda1119fc30	 The query sequence is too far from the reference dataset!						
1863fb1a5e769f3570a22ceb9ff1ce31	 The query sequence is too far from the reference dataset!						
88664a355e7911a225cc9d4e7dd0eb64	Rough Family:Clupeidae	Rough Genus:Alosa	Clupeidae_Alosa_mediocris_12S	MD:0.533819	This species has only one sequence in the reference dataset, no theta1.		
	Rough Family:Clupeidae	Rough Genus:Brevoortia	Clupeidae_Brevoortia_tyrannus_12S	MD:0.520798	This species has only one sequence in the reference dataset, no theta1.		
340e6e060263e0d4025ce85a754a6f51	 The query sequence is too far from the reference dataset!						
7302e70ab890127affa5b9760abca7d7	 The query sequence is too far from the reference dataset!						
6ce3f675f2fd507bd08ad5e341577baf	 The query sequence is too far from the reference dataset!						
8aab76f68e195c5fe9212dd12a899ec8	Rough Family:Scombridae	Rough Genus:Scomber	Scombridae_Scomber_scombrus_12S	FMF:0.997326	MD:0.00853638	Theta1:0.00632336	Theta2:0.0668447
cf5c6ac82f3b82e3a1aeaaefafa2cdaa	Rough Family:Cyematidae	Rough Genus:Neocyema	Cyematidae_Neocyema_erythrosoma_12S	MD:0.606685	This genus has only one species in the reference dataset, no theta2.		
0b6db095491d58e25a3a07ee19a007cc	 The query sequence is too far from the reference dataset!						
84ac5782ed17409f08a304c1a29f40ef	Rough Family:Paralepididae	Rough Genus:Lestidiops	Paralepididae_Lestidiops_jayakari_12S	MD:0.501412	This species has only one sequence in the reference dataset, no theta1.		
d6f93bbd67ec2a82a47ff5fe100d866c	 The query sequence is too far from the reference dataset!						
7a0b53a6c40ea8527e3d307c4cd14114	Rough Family:Clupeidae	Rough Genus:Clupea	Clupeidae_Clupea_harengus_12S	FMF:1	MD:0.00853638	Theta1:0.0189149	Theta2:0.0189149
f9a6296965ed0c3465be595dbe944460	 The query sequence is too far from the reference dataset!						
068c4d591bbd58ef48ebcaa7afff2198	 The query sequence is too far from the reference dataset!						
e94ebd0ed32879ae5ff8bdf68d01eff9	Rough Family:Serranidae	Rough Genus:Centropristis	Serranidae_Centropristis_striata_12S	MD:0.523346	This species has only one sequence in the reference dataset, no theta1.		
	Rough Family:Gigantactinidae	Rough Genus:Gigantactis	Gigantactinidae_Gigantactis_vanhoeffeni_12S	MD:0.865611	This genus has only one species in the reference dataset, no theta2.		
d8770f756175d10dd4fe64f4e9a521f9	 The query sequence is too far from the reference dataset!						
222acfff318a42cb6e4518c218c17d24	Rough Family:Clupeidae	Rough Genus:Brevoortia	Clupeidae_Brevoortia_tyrannus_12S	MD:0.518789	This species has only one sequence in the reference dataset, no theta1.		
	Rough Family:Clupeidae	Rough Genus:Alosa	Clupeidae_Alosa_pseudoharengus_12S	FMF:0	MD:0.570151	Theta1:1e-06	Theta2:0.00616737
f4a7b6a462e4f4ecffb2307553c311ac	Rough Family:Synodontidae	Rough Genus:Trachinocephalus	Synodontidae_Trachinocephalus_myops_12S	MD:0.523346	This genus has only one species in the reference dataset, no theta2.		
a2d8b3b66ef23d57a3b8521741b65cec	 The query sequence is too far from the reference dataset!						
84cb66efb814136fef6a927bbb4f0b18	 The query sequence is too far from the reference dataset!						
6bfce63a7f492924254fc697a5488ea2	Rough Family:Clupeidae	Rough Genus:Brevoortia	Clupeidae_Brevoortia_tyrannus_12S	MD:0.474091	This species has only one sequence in the reference dataset, no theta1.		
	Rough Family:Clupeidae	Rough Genus:Alosa	Clupeidae_Alosa_pseudoharengus_12S	FMF:0	MD:0.540228	Theta1:1e-06	Theta2:0.00616737
76bc3ffb9655a8fbe576f508f600a70f	 The query sequence is too far from the reference dataset!						
66b4f08848687fc7d9e0a529b8863e69	 The query sequence is too far from the reference dataset!						
7d29f6bb1f3041ce0e909f53babec0bd	 The query sequence is too far from the reference dataset!						
a34fb796e324ddb81c534c0e0e27a3de	 The query sequence is too far from the reference dataset!						
a9326ca812e09e3f53edcb47f37df6d0	 The query sequence is too far from the reference dataset!						
bd53fe53d8aee7bdd0a5c125f08b9328	 The query sequence is too far from the reference dataset!						
f131775517fc5896aea17e68516b4ca6	 The query sequence is too far from the reference dataset!						
5f5386d131d90ee6f47704fed5cfe3c0	Rough Family:Clupeidae	Rough Genus:Brevoortia	Clupeidae_Brevoortia_tyrannus_12S	MD:0.542159	This species has only one sequence in the reference dataset, no theta1.		
	Rough Family:Clupeidae	Rough Genus:Alosa	Clupeidae_Alosa_mediocris_12S	MD:0.585929	This species has only one sequence in the reference dataset, no theta1.		
033bf5a54601efacd8be4e31af384642	 The query sequence is too far from the reference dataset!						
394ed26878af13be917e7d30dd4208a1	 The query sequence is too far from the reference dataset!						
4bffa9a7d4075eb512cee4a44dbd59d4	 The query sequence is too far from the reference dataset!						
27c258d046da61ddf346b26b582e2bab	Rough Family:Clupeidae	Rough Genus:Brevoortia	Clupeidae_Brevoortia_tyrannus_12S	MD:0.520798	This species has only one sequence in the reference dataset, no theta1.		
	Rough Family:Clupeidae	Rough Genus:Alosa	Clupeidae_Alosa_pseudoharengus_12S	FMF:0	MD:0.4976	Theta1:1e-06	Theta2:0.00616737
4ce72e0bbe7e6178ae659ef9b3b2f2e2	 The query sequence is too far from the reference dataset!						
bc223873073d957e98a175d910292b53	 The query sequence is too far from the reference dataset!						
daef40cf2569dd1a6fc10efcc4b10fb1	Rough Family:Clupeidae	Rough Genus:Brevoortia	Clupeidae_Brevoortia_tyrannus_12S	MD:0.542159	This species has only one sequence in the reference dataset, no theta1.		
	Rough Family:Clupeidae	Rough Genus:Alosa	Clupeidae_Alosa_mediocris_12S	MD:0.585929	This species has only one sequence in the reference dataset, no theta1.		
9f550297e6b86da450ac199b508368ed	 The query sequence is too far from the reference dataset!						
d11441ef0a7ad0edb5045299f198d18c	 The query sequence is too far from the reference dataset!						
70701a739175393cffab4d018ba1f289	 The query sequence is too far from the reference dataset!						
3708f58ee5c96983286ae903335189b8	Rough Family:Clupeidae	Rough Genus:Brevoortia	Clupeidae_Brevoortia_tyrannus_12S	MD:0.542159	This species has only one sequence in the reference dataset, no theta1.		
	Rough Family:Clupeidae	Rough Genus:Alosa	Clupeidae_Alosa_mediocris_12S	MD:0.585929	This species has only one sequence in the reference dataset, no theta1.		
292ce2709986a0e0accf978f4041826e	 The query sequence is too far from the reference dataset!						
ea90659297632d0d5733a41d8593b0d9	 The query sequence is too far from the reference dataset!						
6db4870f2adf218b33bc51087a58797e	 The query sequence is too far from the reference dataset!						
41c08bcfcead336c9b2e6399aa4adf75	 The query sequence is too far from the reference dataset!						
acb018e0f4679e575d5daede266fb0a6	Rough Family:Hemitripteridae	Rough Genus:Hemitripterus	Hemitripteridae_Hemitripterus_americanus_12S	MD:1e-06	This species has only one sequence in the reference dataset, no theta1.		
	Rough Family:Agonidae	Rough Genus:Podothecus	Agonidae_Podothecus_accipenserinus_12S	MD:0.0263649	This species has only one sequence in the reference dataset, no theta1.		
	Rough Family:Agonidae4	Rough Genus:AG4	Agonidae4_AG4_species54_12S	MD:0.0354216	This genus has only one species in the reference dataset, no theta2.		
