"ASV"	"Sample.001"	"Sample.002"	"Sample.003"	"Sample.004"	"Sample.005"	"Sample.006"	"Sample.007"	"Sample.008"	"Sample.009"	"Sample.010"	"Sample.011"	"Sample.012"	"Sample.013"	"Sample.014"	"Sample.015"	"Sample.016"	"Sample.017"	"Sample.018"	"Sample.019"	"Sample.020"	"Sample.021"	"Sample.022"	"Sample.023"	"Sample.024"	"Sample.025"	"Sample.026"	"Sample.027"	"Sample.028"	"Sample.029"	"Sample.030"	"Sample.031"	"Sample.032"	"Sample.033"	"Sample.034"	"Sample.035"	"Sample.036"	"Sample.037"	"Sample.038"	"Sample.039"	"Sample.040"	"Sample.041"	"Sample.042"	"Sample.043"	"Sample.044"	"Sample.045"	"Sample.046"	"Sample.047"	"Sample.048"	"Sample.049"	"Sample.050"	"Sample.051"	"Sample.052"	"Sample.053"	"Sample.054"	"Sample.055"	"Sample.056"	"Sample.057"	"Sample.058"	"Sample.059"	"Sample.060"	"Sample.061"	"Sample.062"	"Sample.063"	"Sample.064"	"Sample.065"	"Sample.066"	"Sample.067"	"Sample.068"	"Sample.069"	"Sample.070"	"Sample.071"	"Sample.072"	"Sample.073"	"Sample.074"	"Sample.075"	"Sample.076"	"Sample.077"	"Sample.078"	"Sample.079"	"Sample.080"	"Sample.081"	"Sample.082"	"Sample.083"	"Sample.084"	"Sample.085"	"Sample.086"	"Sample.090"	"Sample.091"	"NCBIname"	"percentmatch"	"evalue"	"length"	"species"	"taxongroup"	"commonname"
"1645f93900997e14224a2a82eec77e47"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"gi|1642521931|ref|NC_042195.1|"	100	5.97e-76	160	"Salvelinus fontinalis x Salvelinus malma"	"bony fishes"	"Salvelinus fontinalis x Salvelinus malma"
"381ee765ea04b5c4fc915f55e50c9de9"	0	0	0	0	0	0	1598	1254	0	0	0	0	0	0	0	0	0	0	651	0	571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1945	0	0	243199	0	8837	0	0	0	"gi|426259359|gb|KC193687.1|"	100	4.69e-77	162	"Clupea harengus"	"bony fishes"	"Atlantic herring"
"6ee0a97784057c6b6f09bb9ba75e1bc0"	0	0	0	0	0	0	256317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"gi|2329468151|gb|OP056913.1|"	100	5.97e-76	160	"Enchelyopus cimbrius"	"bony fishes"	"fourbeard rockling"
"a35c700e0feae6a9d320e57b98a2dc55"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21419	0	0	0	0	0	0	0	0	0	0	0	0	0	9	38408	83395	0	0	105562	0	0	19	0	0	0	0	0	0	0	0	0	0	0	"gi|2491776913|gb|OQ846108.1|"	100	4.69e-77	162	"Morone saxatilis"	"bony fishes"	"striped sea-bass"
"9b888b9e9732baf78b83df6edabd08d2"	0	0	0	0	0	0	0	0	0	242475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"gi|2329468251|gb|OP057013.1|"	99.387	6.12e-76	163	"Brevoortia patronus"	"bony fishes"	"Gulf menhaden"
"3f3cde8dd295fe6efac909a912e15a78"	0	0	0	0	0	282	1138	182398	0	0	0	0	0	0	0	0	0	0	820	0	678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1912	0	0	3872	0	3414	425	0	0	"gi|1799624616|gb|MN122931.1|"	99.383	2.18e-75	162	"Clupea harengus"	"bony fishes"	"Atlantic herring"
"c771d9566999ac0b0a449bc762636878"	3514	2709	2182	1351	8544	5946	2217	1932	2741	2472	0	0	0	0	2129	3741	3729	0	4716	0	2501	0	0	0	62002	0	1006	1355	1171	2964	722	3183	946	0	0	320	0	276	3067	686	2199	0	1194	2341	325	0	0	0	0	0	0	0	0	0	0	0	0	0	2196	0	0	0	0	0	3150	0	0	0	5333	0	0	1391	0	5872	797	1848	0	3872	0	0	0	0	0	0	0	0	0	0	"gi|1129799464|gb|KX686086.1|"	99.387	6.12e-76	163	"Brevoortia tyrannus"	"bony fishes"	"Atlantic menhaden"
"3489887af72e78867d9aed64cd7f48f5"	4217	10409	0	1259	2486	6297	1749	3325	2734	2262	0	0	0	0	28418	3298	3481	0	35276	0	2232	0	0	0	0	0	2527	1963	1104	2509	0	2912	0	0	0	0	0	0	2282	0	2541	0	1114	2594	658	0	0	0	0	0	0	0	0	0	0	0	0	0	2079	0	0	0	0	0	3146	0	0	0	3087	0	0	0	0	1380	0	1465	0	2539	0	0	0	0	0	0	0	0	0	0	"gi|1129799464|gb|KX686086.1|"	99.387	6.12e-76	163	"Brevoortia tyrannus"	"bony fishes"	"Atlantic menhaden"
"780bbb01b86a1e030dfc93c4f886c2c9"	4409	3259	2873	1384	3411	10440	2434	2365	3252	3219	0	0	0	0	29406	5066	4788	0	6906	0	3826	0	0	0	2849	0	1186	1598	1459	3044	557	4131	1398	0	0	0	0	0	3123	634	2703	0	1168	2940	1154	0	0	0	0	0	0	0	0	0	0	0	0	0	2556	0	0	0	0	0	3242	0	0	0	3510	0	0	1244	0	1344	977	1890	0	2942	0	0	0	0	0	0	0	0	0	0	"gi|1129799464|gb|KX686086.1|"	99.387	6.12e-76	163	"Brevoortia tyrannus"	"bony fishes"	"Atlantic menhaden"
"bcb02a5f077da2813386e55355ffef4a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"gi|1150150142|ref|NC_033946.1|"	98.78	7.98e-75	164	"Semotilus atromaculatus"	"bony fishes"	"creek chub"
"8d8aec0423a232c3640dba6783553eee"	6232	4059	2976	1903	3868	9444	2921	2574	4431	5449	0	0	0	0	2340	4930	8490	0	8101	0	3869	0	0	0	3027	0	1305	1789	1652	3605	0	4431	1367	0	0	536	0	382	4302	0	3497	0	1447	3088	516	0	0	0	0	0	0	0	0	0	0	0	0	0	3265	0	0	0	0	0	3932	0	0	0	5526	0	0	0	0	5028	1278	2616	0	3762	0	0	0	0	0	0	0	0	0	0	"gi|1129799464|gb|KX686086.1|"	99.387	6.12e-76	163	"Brevoortia tyrannus"	"bony fishes"	"Atlantic menhaden"
"d124f87b1701b81a26ce8e5319d7dd74"	4201	9587	2535	1263	2651	6365	1737	1877	2840	2802	0	0	0	0	1896	5185	4355	0	5948	0	13091	0	0	0	5036	0	1004	2099	1317	3276	760	3619	1642	0	0	337	0	301	12328	1112	2315	0	1099	5512	449	0	0	0	0	0	0	0	0	0	0	0	0	0	2080	0	0	0	0	0	2925	0	0	0	3663	0	0	1143	0	1769	1042	1700	0	2816	0	0	0	0	0	0	0	0	0	0	"gi|1129799464|gb|KX686086.1|"	99.387	6.12e-76	163	"Brevoortia tyrannus"	"bony fishes"	"Atlantic menhaden"
"72d51cfc260f2e3aa539bf5974486c74"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"gi|1610104003|gb|MH301080.1|"	100	5.97e-76	160	"Perca flavescens"	"bony fishes"	"yellow perch"
"93e7e9a90326191ef328414da6ae075e"	4446	2846	0	1795	2555	5672	3044	1617	2630	2243	0	0	0	0	7738	43481	3379	0	5549	0	2201	0	0	0	0	0	864	1149	1104	2353	0	3293	0	0	0	0	0	0	2652	0	2260	0	993	2347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1569	0	0	0	0	0	2667	0	0	0	3349	0	0	0	0	1137	0	1582	0	2455	0	0	0	0	0	0	0	0	0	0	"gi|1129799464|gb|KX686086.1|"	99.387	6.12e-76	163	"Brevoortia tyrannus"	"bony fishes"	"Atlantic menhaden"
"1a1cba63fcd4ef876d2adffbb4ec5ec9"	3897	2473	0	1034	2840	5908	1992	2977	2506	2161	0	0	0	0	2537	3553	4039	0	4753	0	5416	0	0	0	0	0	0	1356	2003	31492	0	3387	0	0	0	0	0	0	2251	0	2426	0	1499	2090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1867	0	0	0	0	0	2512	0	0	0	2558	0	0	1521	0	1526	959	1680	0	2130	0	0	0	0	0	0	0	0	0	0	"gi|1129799464|gb|KX686086.1|"	99.387	6.12e-76	163	"Brevoortia tyrannus"	"bony fishes"	"Atlantic menhaden"
"edfae70225605aa806038e52da1a5386"	3210	4024	0	8523	2463	6080	0	1650	2307	40743	0	0	0	0	0	5231	3577	0	5501	0	2211	0	0	0	0	0	0	1634	0	2306	0	0	0	0	0	0	0	0	4402	0	2053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2664	0	0	0	2544	0	0	0	0	0	0	1667	0	4091	0	0	0	0	0	0	0	0	0	0	"gi|1129799464|gb|KX686086.1|"	99.387	6.12e-76	163	"Brevoortia tyrannus"	"bony fishes"	"Atlantic menhaden"
"cf550ab314c2e08f780fb1fda6b333d1"	0	0	0	0	0	98612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"gi|426260115|gb|KC193741.1|"	100	4.69e-77	162	"Clupea harengus"	"bony fishes"	"Atlantic herring"
"4eb996eca965a66ba1b5fa3120e35642"	3576	2542	2089	1241	2485	6051	1624	1803	13129	2899	0	0	0	0	1941	3375	4767	0	4858	0	2979	0	0	0	2728	0	820	1075	1195	3873	637	3305	1160	0	0	275	0	264	2281	946	2734	0	2991	2287	588	0	0	0	0	0	0	0	0	0	0	0	0	0	2139	0	0	0	0	0	2587	0	0	0	2884	0	0	1189	0	1339	1049	1652	0	2661	0	0	0	0	0	0	0	0	0	0	"gi|1129799464|gb|KX686086.1|"	99.387	6.12e-76	163	"Brevoortia tyrannus"	"bony fishes"	"Atlantic menhaden"
"7feccc4244410fdc274f6cb4f967db28"	0	0	0	0	0	0	0	0	0	97309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"gi|1799624477|gb|MN122852.1|"	100	2.13e-75	159	"Gadus morhua"	"bony fishes"	"Atlantic cod"
"8533985ca50e0a3cb7e2668455c619ed"	3516	2598	0	1645	2715	16264	1603	2009	4061	3760	0	0	0	0	2237	3892	3814	0	6094	0	2619	0	0	0	3625	0	1292	0	1198	3125	0	3736	2452	0	0	0	0	0	3285	0	2224	0	2207	2496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1770	0	0	0	0	0	3085	0	0	0	3174	0	0	0	0	1283	0	1656	0	3097	0	0	0	0	0	0	0	0	0	0	"gi|1129799464|gb|KX686086.1|"	99.387	6.12e-76	163	"Brevoortia tyrannus"	"bony fishes"	"Atlantic menhaden"
"a597635e50db6b8ff2c507e493a913dd"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"gi|2491776913|gb|OQ846108.1|"	99.383	2.18e-75	162	"Morone saxatilis"	"bony fishes"	"striped sea-bass"
"b22b29537fdd83da9f368b317b93e9e9"	3649	2206	2040	1066	2823	10109	1706	1840	2528	2383	0	0	0	0	1686	9549	3188	0	4684	0	2059	0	0	0	2946	0	2466	1047	1065	3480	525	2874	1047	0	0	253	0	203	2100	687	2581	0	1012	2369	324	0	0	0	0	0	0	0	0	0	0	0	0	0	2379	0	0	0	0	0	2477	0	0	0	2462	0	0	1055	0	1080	880	1456	0	4361	0	0	0	0	0	0	0	0	0	0	"gi|1129799464|gb|KX686086.1|"	99.387	6.12e-76	163	"Brevoortia tyrannus"	"bony fishes"	"Atlantic menhaden"
"cca70728e9608144b182d5dec38f76d2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"gi|1129799464|gb|KX686086.1|"	99.387	6.12e-76	163	"Brevoortia tyrannus"	"bony fishes"	"Atlantic menhaden"
"b22c410afa7f8e692d4c64a1ec8555d5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88133	0	0	0	"gi|1799624616|gb|MN122931.1|"	99.383	2.18e-75	162	"Clupea harengus"	"bony fishes"	"Atlantic herring"
"915eee5b548aa7c48d2535279aac87b3"	3760	3029	3471	1519	2267	5119	1705	2201	2307	2768	0	0	0	0	1754	4250	3186	0	5561	0	2350	0	0	0	2581	0	1309	1194	1484	2351	786	2950	1449	0	0	248	0	193	3437	759	1929	0	943	1978	410	0	0	0	0	0	0	0	0	0	0	0	0	0	1679	0	0	0	0	0	3664	0	0	0	2597	0	0	1191	0	1144	791	2303	0	4457	0	0	0	0	0	0	0	0	0	0	"gi|1129799464|gb|KX686086.1|"	100	6.12e-76	160	"Brevoortia tyrannus"	"bony fishes"	"Atlantic menhaden"
